# x1,x1**2,x2,x2**2,y
1.454904939200208069e+01,2.116748382109161071e+02,9.764741513888090196e+00,9.535017683304947411e+01,5.616538387220249717e+01
9.519249865100448460e+00,9.061611799421490332e+01,5.403570974179859654e+00,2.919857927299907630e+01,3.020877633080383262e+01
1.966145990118864972e+01,3.865730054460491942e+02,1.603126617803991572e+00,2.570014952711665135e+00,5.235522558902403745e+01
9.733708695621354323e+00,9.474508497121476580e+01,4.131552262103132200e+00,1.706972409448950856e+01,2.809863423966737628e+01
1.085265119192879446e+01,1.177800378936734802e+02,6.131738910667870357e+00,3.759822206859840321e+01,3.520092285122314024e+01
1.748837277980495131e+01,3.058431824854227443e+02,9.841530500306269857e+00,9.685572258845857618e+01,6.498584771247344349e+01
1.195064879323388674e+01,1.428180065792225548e+02,3.073099285669260716e+00,9.443939219580920863e+00,3.211166595662516698e+01
1.594490132334880350e+00,2.542398782113304279e+00,7.907548895882946738e+00,6.252932954077960659e+01,1.869627001103699726e+01
6.038648558616522166e+00,3.646527641448140145e+01,5.595897775534983687e+00,3.131407191423737757e+01,2.227669067541596704e+01
1.963728192672866690e+00,3.856228414698243512e+00,4.610671671959432061e+00,2.125829326660918639e+01,1.118707315130384217e+01
1.575873430010175369e+01,2.483377067412035046e+02,8.277944806435360903e+00,6.852437021839016040e+01,5.470215799576855176e+01
1.031263742819494666e+01,1.063504907254072833e+02,8.087810419949214236e+00,6.541267738903908935e+01,3.935761142217148745e+01
1.925584180385446764e+00,3.707874435750692754e+00,4.665648434901029873e+00,2.176827531809442817e+01,1.118191309575245640e+01
3.248757235617030226e+00,1.055442357597400793e+01,3.631822280996077623e+00,1.319013308073955137e+01,1.201433500648753316e+01
1.702198255059867904e+01,2.897478899528858847e+02,8.993497419204233623e+00,8.088299582923320941e+01,6.059734403696060667e+01
1.871408946109349714e+00,3.502171443578106835e+00,2.461672013919647739e+00,6.059829104115214804e+00,7.289523346706895168e+00
1.303231283406514507e+01,1.698411778049390932e+02,4.374973220962260712e+00,1.914039068413689648e+01,3.722752296248240356e+01
1.270016202617270373e+01,1.612941154910391504e+02,5.967670203338997226e+00,3.561308765582010949e+01,3.980119980094589494e+01
1.442927780241054236e+01,2.082040578991376094e+02,1.733239532065429245e+00,3.004119275514387954e+00,3.693105909383208285e+01
3.955236564241004782e+00,1.564389627910898817e+01,6.063623629966974349e+00,3.676753152589386531e+01,1.876621631546559499e+01
2.592339714933222794e-01,6.720225197620062485e-02,7.805036434177809568e+00,6.091859373884305739e+01,1.580248437753184909e+01
1.825443114900734187e+01,3.332242565738495159e+02,5.855564176370466889e+00,3.428763182359314499e+01,5.536537883547681815e+01
1.365750596661945160e+01,1.865274692282459341e+02,8.940904110309499941e+00,7.993976630974931652e+01,5.098062093740857392e+01
1.960298818232861784e+00,3.842771456765154525e+00,7.766042476701011665e+00,6.031141574992438592e+01,1.912279144820464083e+01
1.963163988925549575e+01,3.854012847414075509e+02,3.765450408473722810e+00,1.417861677867492531e+01,5.536869769178385781e+01
1.203844017440451886e+00,1.449240418327166990e+00,7.738409567665263999e+00,5.988298263693329915e+01,1.738390188134115988e+01
6.923272493889250256e+00,4.793170202464347796e+01,5.661856084410321621e-01,3.205661432057417826e-01,1.642950745969005766e+01
1.575193417713455801e+01,2.481234303207797609e+02,3.110775780607167640e+00,9.676925957212132445e+00,4.259485170052300873e+01
1.447369056829378486e+01,2.094877186667164608e+02,2.118494294414088319e+00,4.488018075465046053e+00,3.759154994133685079e+01
1.845309483968064512e+01,3.405167091622484463e+02,7.855441389069905966e+00,6.170795941711253363e+01,6.136399985853690708e+01
1.868714783402763047e+01,3.492094941708035662e+02,6.085992173411721495e+00,3.703930073482872842e+01,5.738923872850492813e+01
6.283402029195393368e+00,3.948114106049678895e+01,9.524260864828251627e+00,9.071154502129900266e+01,3.422342137001296436e+01
1.830501119647909647e+01,3.350734349032250634e+02,5.832281045336875636e+00,3.401550219179579670e+01,5.555539735876386942e+01
1.518175632427828781e+01,2.304857250897637755e+02,9.321717679005930179e+00,8.689442048709170763e+01,5.641356398964613561e+01
1.519966070495683930e+01,2.310296855458090306e+02,7.091307651080311913e+00,5.028664420227016763e+01,4.953527464000331548e+01
8.411864843945647152e+00,7.075947015280873131e+01,6.637823993492326657e+00,4.406070736858242043e+01,3.037008368644719170e+01
1.453874822306001136e+01,2.113751998935306347e+02,1.500297727738253428e-01,2.250893271856566416e-02,3.576219531516682792e+01
8.955546690512408148e+00,8.020181652594774846e+01,1.493054905470188043e+00,2.229212950748592270e+00,2.215119092489310759e+01
1.789259723415498371e+01,3.201450357836905596e+02,2.330937258631540221e+00,5.433268503676719874e+00,4.773765054870116842e+01
1.900852686143462122e+01,3.613240934418815300e+02,1.385398753698340313e+00,1.919329706748914566e+00,4.997282043437442667e+01
1.595082449048389961e+01,2.544288019262209559e+02,6.250633786600392483e+00,3.907042273419035894e+01,4.954094792890607124e+01
1.943679782030816483e+01,3.777891095075362387e+02,6.569562990588795337e-01,4.315915788731399805e-01,5.067078557929187355e+01
6.410344046448321897e+00,4.109251079383544436e+01,4.075086838980658044e+00,1.660633274523337022e+01,1.991187077077565704e+01
1.946560447691552298e+01,3.789097576517136758e+02,1.448648353325124871e+00,2.098582051591595832e+00,5.143325678216822183e+01
1.302229386309857340e+01,1.695801374568947608e+02,2.252744644602127977e+00,5.074858433783568046e+00,3.363358194902811249e+01
5.569051702037497442e+00,3.101433685996674683e+01,4.079158266644682840e+00,1.663953216433565174e+01,1.809097808997897516e+01
1.545315887430417945e+01,2.388001191944860011e+02,5.777894937061878178e-01,3.338406990372528305e-01,3.864623168246534135e+01
1.817841210294579213e+01,3.304546665845260804e+02,8.703246052549028278e+00,7.574649185121023720e+01,6.322606694602427524e+01
1.032508960198297032e+01,1.066074752889768575e+02,5.541557788018064201e+00,3.070886271794365996e+01,3.261494704171947490e+01
1.837667778237434035e+01,3.377022863172106781e+02,4.800383337071798096e+00,2.304368018283657094e+01,5.343250661603752860e+01
1.642426245939325469e+01,2.697563973350345350e+02,9.830012138804155697e+00,9.662913864903704564e+01,6.183432342755768474e+01
1.547646975217562471e+01,2.395211159900070470e+02,4.217145768909741577e+00,1.778431843623333464e+01,4.368922240187053774e+01
1.435471155540529686e+01,2.060577438388863527e+02,5.691651270480665659e+00,3.239489418476417626e+01,4.358341488664283503e+01
1.281120362880320052e+01,1.641269384186603020e+02,2.253016388624915489e+00,5.076082847412456189e+00,3.313346459823059575e+01
1.643872845101565972e+01,2.702317930862317326e+02,7.989520448093564653e+00,6.383243699050519382e+01,5.583159029116669814e+01
1.432904885444149023e+01,2.053216410729709764e+02,8.917512707756360513e+00,7.952203289299617950e+01,5.276446559156528338e+01
1.916819803535048194e+01,3.674198159224141023e+02,4.986831145381672492e+00,2.486848487254868445e+01,5.616802694999055490e+01
7.466333031086314520e+00,5.574612893109055278e+01,9.082342881378755450e+00,8.248895221493135921e+01,3.537333879273887760e+01
1.334211831310043195e+01,1.780121210807699299e+02,3.440507848669356328e+00,1.183709425675544225e+01,3.630343237339776863e+01
1.986811367056956357e+01,3.947419408266731580e+02,7.004718199911885712e-01,4.906607706017681036e-01,5.209968165866351342e+01
1.658465189002697215e+01,2.750506783133752151e+02,2.507614548227847795e+00,6.288130722483953328e+00,4.411542265140000296e+01
1.333770247329206882e+01,1.778943072660613609e+02,8.755571419421297463e+00,7.666003088058707249e+01,4.934605522241867703e+01
1.887392955869793454e+01,3.562252169866916347e+02,6.332366668267445320e+00,4.009886762138454941e+01,5.847558336813288093e+01
1.003276650971471895e+01,1.006564038384532580e+02,3.488959208714802251e+00,1.217283636007581826e+01,2.764192939082428069e+01
1.993549902981515487e+01,3.974241215677610057e+02,9.830313816643181823e+00,9.663506973368583886e+01,7.236254094718496788e+01
1.606650749562288993e+01,2.581326631069065343e+02,9.018261613425853085e+00,8.132904252819027136e+01,5.791138490406000727e+01
5.545749825060131144e+00,3.075534112215447635e+01,8.498937592568823973e+00,7.223194020237956181e+01,2.911872626469352809e+01
4.696429416016599134e+00,2.205644925962601377e+01,1.904634941785303681e+00,3.627634261469506960e+00,1.267844895085113599e+01
4.272183478624695496e+00,1.825155167503380227e+01,4.214420339677751315e+00,1.776133879948953265e+01,1.528415515732780072e+01
1.872408206920753315e+01,3.505912493344190466e+02,8.946436506346227446e+00,8.003872616208448676e+01,6.556420210157041595e+01
1.809490664922248016e+01,3.274256466440759255e+02,7.626575065921467278e+00,5.816464723613503196e+01,5.965316794071846118e+01
2.771431867039364505e-01,7.680834593641297503e-02,7.479327132554552726e+00,5.594033435576670854e+01,1.487232371884562987e+01
6.901728101647583991e+00,4.763385078907196402e+01,7.736737079726577093e+00,5.985710064081612103e+01,2.977943155794202212e+01
6.692040090498608151e+00,4.478340057284061970e+01,6.307870542066061681e+00,3.978923077546478737e+01,2.550205193326108599e+01
1.465873679217290615e+01,2.148785643422036173e+02,8.457903839963540449e+00,7.153613736607000817e+01,5.207670122052871875e+01
1.093171285964915640e+01,1.195023460458187401e+02,5.113465832171795178e+00,2.614753281678838803e+01,3.323366483490956114e+01
7.662454347938338906e+00,5.871320663423915676e+01,1.424807646598710287e+00,2.030076829806155114e+00,1.892762248626800314e+01
5.454414660536988535e+00,2.975063928908083355e+01,1.215018271793466553e-01,1.476269400791982087e-02,1.260257979655307459e+01
3.671580414305004592e+00,1.348050273870810933e+01,9.626432326377759807e+00,9.266819933433072265e+01,2.858178739726619710e+01
3.529019591579571902e+00,1.245397927775244895e+01,3.461477830440387926e+00,1.198182877063029572e+01,1.235807818564993177e+01
1.820740164782523607e+01,3.315094747652291289e+02,6.610984740821611361e+00,4.370511924337618836e+01,5.709087094267144380e+01
7.770350120554159190e-01,6.037834099599603821e-01,5.027965957795355934e+00,2.528044167274897092e+01,9.632390490269004957e+00
8.346892572944174304e+00,6.967061562427062427e+01,2.037930475494778904e+00,4.153160622950375469e+00,2.134433745314902708e+01
6.365957475642272101e+00,4.052541458168573030e+01,6.063557489381289578e+00,3.676672942703192604e+01,2.411009350792540928e+01
5.687799634081094347e+00,3.235106467745303149e+01,9.816112807767535031e+00,9.635607065481784161e+01,3.385153528912726983e+01
1.885320759060995144e+01,3.554434364546327174e+02,2.280940233209312051e+00,5.202688347472951058e+00,5.070069769511928115e+01
1.612213125459225349e+00,2.599231161903003962e+00,5.701619929428513700e+00,3.250846981965641191e+01,1.285409027928922931e+01
3.282580375625030467e+00,1.077533392243856625e+01,6.940938268363698427e+00,4.817662404523565556e+01,1.941391259237946798e+01
1.540348211999795680e+01,2.372672614210967481e+02,3.543525026938550759e+00,1.255656961653985704e+01,4.234407067723824269e+01
1.871657709453471430e+00,3.503102581356615453e+00,4.928560868713903531e+00,2.429071223661794576e+01,1.160199088287788705e+01
1.526541820399929072e+01,2.330329929429929336e+02,5.243916141006260467e+00,2.749865649390599032e+01,4.522867011324508013e+01
1.092433497146767785e+01,1.193410945688317071e+02,2.998598859967394059e+00,8.991595122997756206e+00,2.921620352716428215e+01
1.658597836482665144e+01,2.750946783184977562e+02,5.644031154466684796e+00,3.185508767259053897e+01,4.997750481221825680e+01
9.248740224153209510e+00,8.553919573386956188e+01,7.036836636986395277e+00,4.951706985563399854e+01,3.365767018986350934e+01
9.015440952110967743e+00,8.127817556099951446e+01,4.912464092696343876e+00,2.413230346203091159e+01,2.783851180266043102e+01
1.213517055305641534e+01,1.472623643517675589e+02,2.717743969244101887e-01,7.386132282362685431e-02,2.927864128894653106e+01
1.481988892766259447e+00,2.196291078282563536e+00,3.239426812404214928e+00,1.049388607292333297e+01,7.646424722044018019e+00
1.364955029881812898e+01,1.863102233599660735e+02,2.711601033830313146e+00,7.352780166669623085e+00,3.615282224607087613e+01
4.994536861495422642e+00,2.494539846083654666e+01,2.280769744537583854e+00,5.201910627598035575e+00,1.388407630691777150e+01
4.270566945897231292e+00,1.823774203939000671e+01,5.167160821171085772e+00,2.669955095184544902e+01,1.724443691676082580e+01
1.521370697351106571e+01,2.314568798758592436e+02,8.700330169544169934e+00,7.569574505908047968e+01,5.439285633082843674e+01
1.349720978666550764e+01,1.821746720252591558e+02,6.580885705713135359e-02,4.330805667165947559e-03,3.280964024888778852e+01
4.801488959995681149e-01,2.305429623296040842e-01,1.374279740095464275e+00,1.888644804036856861e+00,3.246742151937558329e+00
1.565740516013631378e+01,2.451543363486632643e+02,2.844808108629448551e-01,8.092933174923860884e-02,3.902300554293169199e+01
5.305586156665917485e+00,2.814924446580502249e+01,6.585805103928496607e+00,4.337282886693063944e+01,2.306944777947849445e+01
1.189306844474102398e+01,1.414450770312946872e+02,9.319239332897623740e+00,8.684822174382614435e+01,4.739533780734009838e+01
1.712390821976131150e+01,2.932282327188090107e+02,3.147209763850545627e+00,9.904929297676206446e+00,4.673834576970759969e+01
1.074637126356975969e+01,1.154844953344779128e+02,9.667666624856376956e+00,9.346377796936188531e+01,4.560418002544698624e+01
1.799543882462747035e+01,3.238358184909097304e+02,8.577196670283238067e-01,7.356830272071787080e-01,4.636272427257758011e+01
1.464850901263668703e+01,2.145788162932982459e+02,5.099627310473842101e+00,2.600619870573067161e+01,4.321521383518701498e+01
6.845708859548751413e+00,4.686372978970426573e+01,8.111752899778352344e+00,6.580053510706250108e+01,3.076670611382911957e+01
1.073237925066852405e+01,1.151839643801802708e+02,4.062050196310195815e+00,1.650025179734370084e+01,3.052793133703314155e+01
1.219125180564047994e+01,1.486266205885322620e+02,9.239759642307344478e+00,8.537315824761154204e+01,4.792891256556158197e+01
3.188391943743518198e-01,1.016584318692857064e-01,6.406427505056622174e+00,4.104231337754601583e+01,1.187381265818433995e+01
1.124492961755207254e+01,1.264484421036998043e+02,5.788599989680608182e+00,3.350788984053033914e+01,3.557883673966811244e+01
1.460931856910166005e+01,2.134321890534985755e+02,8.306106013556851408e+00,6.899139710844528395e+01,5.158338342547996547e+01
1.542156455893935174e+01,2.378246534455342953e+02,1.460308089310619062e+00,2.132499715706031029e+00,3.955301381887782242e+01
1.641953986950784738e+01,2.696012895263577889e+02,7.359355971617604908e+00,5.416012031698370066e+01,5.392845848770505768e+01
7.884864925646050793e+00,6.217109489568330360e+01,2.218249739856841263e+00,4.920631908374944352e+00,2.055857374350882694e+01
1.851461772148737950e+01,3.427910693728145475e+02,1.425387368885064898e+00,2.031729151377088094e+00,4.847606480426219377e+01
1.500584484905759552e+01,2.251753796339883706e+02,3.251647295361110857e+00,1.057321013342922811e+01,4.066955773813111108e+01
8.367313337157719744e+00,7.001193248217745690e+01,5.552007273014715416e+00,3.082478475960829556e+01,2.758825143663058199e+01
1.737972614895083723e+01,3.020548810125255272e+02,3.681172152297760292e+00,1.355102841485252441e+01,4.834752581828418982e+01
1.654671123609097094e+01,2.737936527305791969e+02,8.243345636913932850e+00,6.795274728962797894e+01,5.693421613819076299e+01
1.969903074408155064e+01,3.880518122562701251e+02,3.419779829676741212e+00,1.169489408346388082e+01,5.489754581819799739e+01
1.536534030066859913e+01,2.360936825553505969e+02,3.478634472392783117e+00,1.210089779251941700e+01,4.200967969516282352e+01
4.709468756837669190e+00,2.217909597163014013e+01,8.533593109945758481e-01,7.282221136611372048e-01,1.155190635612891015e+01
1.559725906830949782e+01,2.432744904439628613e+02,6.000513675526941704e+00,3.600616437018585003e+01,4.789004881632133959e+01
1.656671773565901873e+01,2.744561365329990963e+02,8.823218544403946595e+00,7.784918548231370039e+01,5.886071839778708181e+01
2.237063361072761936e+00,5.004452481454162438e+00,3.446775360171434599e+00,1.188026038348492186e+01,9.661207003422978445e+00
1.144906203935586397e+01,1.310810215810194563e+02,3.034577603702615090e-01,9.208661232893505799e-02,2.741430218607878544e+01
